Macrotrends Data Download

Hang Seng Composite Index - 30 Year Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1989-07-26,2489.0000
1989-07-27,2493.7000
1989-07-28,2526.8000
1989-07-31,2571.1001
1989-08-01,2579.0000
1989-08-02,2582.8000
1989-08-03,2634.6001
1989-08-04,2579.1001
1989-08-07,2563.8000
1989-08-08,2607.8999
1989-08-09,2627.3000
1989-08-10,2608.7000
1989-08-11,2613.3999
1989-08-14,2640.3999
1989-08-15,2638.2000
1989-08-16,2635.8999
1989-08-17,2617.0000
1989-08-18,2573.2000
1989-08-21,2528.8000
1989-08-22,2543.6001
1989-08-23,2521.3999
1989-08-24,2499.1001
1989-08-25,2516.8000
1989-08-29,2487.0000
1989-08-30,2505.3999
1989-08-31,2508.6001
1989-09-01,2508.8999
1989-09-04,2550.3000
1989-09-05,2572.3999
1989-09-06,2577.0000
1989-09-07,2583.2000
1989-09-08,2620.6001
1989-09-11,2614.6001
1989-09-12,2610.2000
1989-09-13,2592.1001
1989-09-14,2612.8000
1989-09-18,2648.2000
1989-09-19,2628.3000
1989-09-20,2631.2000
1989-09-21,2665.8000
1989-09-22,2706.3999
1989-09-25,2738.7000
1989-09-26,2725.3999
1989-09-27,2712.6001
1989-09-28,2755.3000
1989-09-29,2758.2000
1989-10-02,2746.7000
1989-10-03,2786.7000
1989-10-04,2794.0000
1989-10-05,2803.2000
1989-10-06,2826.2000
1989-10-10,2844.0000
1989-10-11,2807.8000
1989-10-12,2793.5000
1989-10-13,2782.3000
1989-10-16,2601.7000
1989-10-17,2695.8999
1989-10-18,2628.6001
1989-10-19,2663.3999
1989-10-20,2704.0000
1989-10-23,2732.2000
1989-10-24,2732.0000
1989-10-25,2706.6001
1989-10-26,2691.2000
1989-10-27,2668.0000
1989-10-30,2680.3000
1989-10-31,2725.3000
1989-11-01,2721.7000
1989-11-02,2711.8999
1989-11-03,2739.8000
1989-11-06,2756.1001
1989-11-07,2738.1001
1989-11-08,2731.1001
1989-11-09,2781.3999
1989-11-10,2776.8999
1989-11-13,2766.3000
1989-11-14,2779.6001
1989-11-15,2799.6001
1989-11-16,2789.5000
1989-11-17,2804.3000
1989-11-20,2820.3000
1989-11-21,2817.2000
1989-11-22,2812.0000
1989-11-23,2800.7000
1989-11-24,2808.5000
1989-11-27,2777.1001
1989-11-28,2760.0000
1989-11-29,2751.5000
1989-11-30,2748.3999
1989-12-01,2756.8999
1989-12-04,2767.5000
1989-12-05,2764.3999
1989-12-06,2756.3999
1989-12-07,2770.0000
1989-12-08,2754.1001
1989-12-11,2763.3000
1989-12-12,2809.6001
1989-12-13,2851.8000
1989-12-14,2876.8000
1989-12-15,2896.6001
1989-12-18,2900.2000
1989-12-19,2879.3999
1989-12-20,2868.3999
1989-12-21,2867.6001
1989-12-22,2921.0000
1989-12-27,2929.3000
1989-12-28,2895.3999
1989-12-29,2836.6001
1990-01-02,2838.1001
1990-01-03,2858.7000
1990-01-04,2868.0000
1990-01-05,2839.8999
1990-01-08,2816.0000
1990-01-09,2822.0000
1990-01-10,2868.0000
1990-01-11,2855.0000
1990-01-12,2835.0000
1990-01-15,2788.6001
1990-01-16,2751.8000
1990-01-17,2754.8000
1990-01-18,2771.7000
1990-01-19,2776.3000
1990-01-22,2771.7000
1990-01-23,2762.5000
1990-01-24,2756.3999
1990-01-25,2768.8999
1990-01-30,2760.8000
1990-01-31,2751.6001
1990-02-01,2738.2000
1990-02-02,2736.6001
1990-02-05,2756.6001
1990-02-06,2792.0000
1990-02-07,2844.8000
1990-02-08,2903.8000
1990-02-09,2893.8999
1990-02-12,2894.7000
1990-02-13,2863.6001
1990-02-14,2870.3999
1990-02-15,2910.0000
1990-02-16,2939.3000
1990-02-19,2968.0000
1990-02-20,2980.0000
1990-02-21,2862.3000
1990-02-22,2927.8999
1990-02-23,2894.3000
1990-02-26,2872.6001
1990-02-27,2932.6001
1990-02-28,2952.0000
1990-03-01,2933.1001
1990-03-02,2937.0000
1990-03-05,2938.0000
1990-03-06,2933.0000
1990-03-07,2926.0000
1990-03-08,2915.0000
1990-03-09,2912.0000
1990-03-12,2892.0000
1990-03-13,2887.0000
1990-03-14,2881.0000
1990-03-15,2892.0000
1990-03-16,2886.0000
1990-03-19,2871.0000
1990-03-20,2880.0000
1990-03-21,2926.0000
1990-03-22,2948.0000
1990-03-23,2974.0000
1990-03-26,3014.0000
1990-03-27,3010.0000
1990-03-28,2990.0000
1990-03-29,3000.0000
1990-03-30,2997.0000
1990-04-02,2934.0000
1990-04-03,2962.0000
1990-04-04,2960.0000
1990-04-06,2956.0000
1990-04-09,2954.0000
1990-04-10,2942.0000
1990-04-11,2959.0000
1990-04-12,2995.0000
1990-04-17,3020.0000
1990-04-18,3052.0000
1990-04-19,3067.0000
1990-04-20,3067.0000
1990-04-23,3056.0000
1990-04-24,3015.0000
1990-04-25,3018.0000
1990-04-26,3009.0000
1990-04-27,2986.0000
1990-04-30,2951.0000
1990-05-01,2945.0000
1990-05-02,2957.0000
1990-05-03,2954.0000
1990-05-04,2946.0000
1990-05-07,2958.0000
1990-05-08,2953.0000
1990-05-09,2942.0000
1990-05-10,2985.0000
1990-05-11,2960.0000
1990-05-14,2976.0000
1990-05-15,2965.0000
1990-05-16,2948.0000
1990-05-17,2917.0000
1990-05-18,2925.0000
1990-05-21,2930.0000
1990-05-22,2970.0000
1990-05-23,3028.0000
1990-05-24,3048.0000
1990-05-25,3059.0000
1990-05-29,3048.0000
1990-05-30,3083.0000
1990-05-31,3132.0000
1990-06-01,3159.0000
1990-06-04,3153.0000
1990-06-05,3159.0000
1990-06-06,3172.0000
1990-06-07,3145.0000
1990-06-08,3174.0000
1990-06-11,3154.0000
1990-06-12,3203.0000
1990-06-13,3184.0000
1990-06-14,3191.0000
1990-06-15,3201.0000
1990-06-19,3229.0000
1990-06-20,3234.0000
1990-06-21,3246.0000
1990-06-22,3250.0000
1990-06-25,3276.0000
1990-06-26,3292.0000
1990-06-27,3284.0000
1990-06-28,3273.0000
1990-06-29,3278.0000
1990-07-02,3319.0000
1990-07-03,3356.0000
1990-07-04,3363.0000
1990-07-05,3356.0000
1990-07-06,3357.0000
1990-07-09,3385.0000
1990-07-10,3408.0000
1990-07-11,3440.0000
1990-07-12,3468.0000
1990-07-13,3507.0000
1990-07-16,3488.0000
1990-07-17,3463.0000
1990-07-18,3528.0000
1990-07-19,3523.0000
1990-07-20,3540.0000
1990-07-23,3559.0000
1990-07-24,3495.0000
1990-07-25,3520.0000
1990-07-26,3483.0000
1990-07-27,3485.0000
1990-07-30,3445.0000
1990-07-31,3438.0000
1990-08-01,3468.0000
1990-08-02,3415.0000
1990-08-03,3356.0000
1990-08-06,3107.0000
1990-08-07,3098.0000
1990-08-08,3145.0000
1990-08-09,3091.0000
1990-08-10,3078.0000
1990-08-13,3040.0000
1990-08-14,3067.0000
1990-08-15,3178.0000
1990-08-16,3183.0000
1990-08-17,3122.0000
1990-08-20,3052.0000
1990-08-21,3040.0000
1990-08-22,2954.0000
1990-08-23,2871.0000
1990-08-24,2918.0000
1990-08-28,3078.0000
1990-08-29,3015.0000
1990-08-30,3064.0000
1990-08-31,3087.0000
1990-09-03,3066.0000
1990-09-04,3054.0000
1990-09-05,3039.0000
1990-09-06,3032.0000
1990-09-07,3047.0000
1990-09-10,3087.0000
1990-09-11,3083.0000
1990-09-12,3105.0000
1990-09-13,3093.0000
1990-09-14,3062.0000
1990-09-17,3019.0000
1990-09-18,2996.0000
1990-09-19,2980.0000
1990-09-20,2984.0000
1990-09-21,2931.0000
1990-09-24,2861.0000
1990-09-25,2807.0000
1990-09-26,2778.0000
1990-09-27,2767.0000
1990-09-28,2760.0000
1990-10-01,2791.0000
1990-10-02,2905.0000
1990-10-03,2862.0000
1990-10-05,2850.0000
1990-10-08,2925.0000
1990-10-09,2913.0000
1990-10-10,2872.0000
1990-10-11,2884.0000
1990-10-12,2915.0000
1990-10-15,2916.0000
1990-10-16,2949.0000
1990-10-17,2958.0000
1990-10-18,2950.0000
1990-10-19,2991.0000
1990-10-22,3015.0000
1990-10-23,3081.0000
1990-10-24,3042.0000
1990-10-25,3050.0000
1990-10-29,3063.0000
1990-10-30,3011.0000
1990-10-31,2990.0000
1990-11-01,2968.0000
1990-11-02,2978.0000
1990-11-05,2967.0000
1990-11-06,2966.0000
1990-11-07,2955.0000
1990-11-08,2932.0000
1990-11-09,2932.0000
1990-11-12,2949.0000
1990-11-13,2998.0000
1990-11-14,3006.0000
1990-11-15,2990.0000
1990-11-16,3008.0000
1990-11-19,3042.0000
1990-11-20,3031.0000
1990-11-21,3013.0000
1990-11-22,3023.0000
1990-11-23,3016.0000
1990-11-26,2995.0000
1990-11-27,2998.0000
1990-11-28,2986.0000
1990-11-29,2978.0000
1990-11-30,2965.0000
1990-12-03,3020.0000
1990-12-04,3020.0000
1990-12-05,3066.0000
1990-12-06,3126.0000
1990-12-07,3163.0000
1990-12-10,3149.0000
1990-12-11,3144.0000
1990-12-12,3160.0000
1990-12-13,3150.0000
1990-12-14,3125.0000
1990-12-17,3051.0000
1990-12-18,3066.0000
1990-12-19,3083.0000
1990-12-20,3078.0000
1990-12-21,3079.0000
1990-12-24,3060.0000
1990-12-27,3066.0000
1990-12-28,3057.0000
1990-12-31,3024.0000
1991-01-02,3031.0000
1991-01-03,3004.0000
1991-01-04,3046.0000
1991-01-07,3026.0000
1991-01-08,3009.0000
1991-01-09,3027.0000
1991-01-10,3035.0000
1991-01-11,3058.0000
1991-01-14,3037.0000
1991-01-15,3000.0000
1991-01-16,2984.0000
1991-01-17,3087.0000
1991-01-18,3072.0000
1991-01-21,3066.0000
1991-01-22,3062.0000
1991-01-23,3090.0000
1991-01-24,3140.0000
1991-01-25,3206.0000
1991-01-28,3198.0000
1991-01-29,3192.0000
1991-01-30,3200.0000
1991-01-31,3243.0000
1991-02-01,3223.0000
1991-02-04,3250.0000
1991-02-05,3345.0000
1991-02-06,3365.0000
1991-02-07,3333.0000
1991-02-08,3359.0000
1991-02-11,3394.0000
1991-02-12,3395.0000
1991-02-13,3412.0000
1991-02-18,3473.0000
1991-02-19,3467.0000
1991-02-20,3492.0000
1991-02-21,3477.0000
1991-02-22,3475.0000
1991-02-25,3520.0000
1991-02-26,3532.0000
1991-02-27,3512.0000
1991-02-28,3552.0000
1991-03-01,3552.0000
1991-03-04,3564.0000
